#,Gender?,College,"Whiskey Sour","Old Fashion","Whiskey Coke","Pickle Back","Tequila Sunrise",Margarita,Freddy Fudpucker,"Bacardi Cocktail","Rum and Coke",Mojito,Daiquiri,Malibu,"Blue Hawaii","Mai Tai",Gimlet,"Gin and Tonic","French 75","White Russian","Cran Vodka",Appletini,Cosmo,"Blue Guy",Screwdriver,"Moscow Mule","Lemon Drop","Sex on the Beach",Mimosa,"Long Island","SF Slide","Please add you favorite drinks we may have missed (seperate multiple values with a ',')","Start Date (UTC)","Submit Date (UTC)","Network ID"
1beb261e8ee0103e4012e01ab56622b9,Male,"College of Engineering","Don't Know",Like,Like,Dislike,Like,"Don't Know","Don't Know",Like,Like,Like,"Don't Know","Don't Know","Don't Know",Like,"Don't Know",Dislike,"Don't Know",Like,Dislike,Like,"Don't Know","Don't Know",Like,"Don't Know",Like,Like,Like,Dislike,Like,Mudslide,"2016-10-06 15:18:20","2016-10-06 15:20:19",963fbb0ac7
45232298dd25d870273f4f579241f826,Female,"College of Engineering","Don't Know","Don't Know",Like,"Don't Know",Like,Like,"Don't Know","Don't Know",Like,"Don't Know",Like,Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Like,Like,"Don't Know",Like,Like,Like,"Don't Know","Don't Know",Like,Like,"Don't Know","Vodka water lime, wine","2016-10-06 15:47:53","2016-10-06 15:49:54",00494821f7
d7708153a4b4ade2f7d904751ab8cb4e,Female,"College of Engineering",Like,"Don't Know",Like,"Don't Know","Don't Know",Like,"Don't Know","Don't Know",Dislike,"Don't Know",Like,Dislike,"Don't Know","Don't Know","Don't Know",Dislike,"Don't Know","Don't Know",Like,"Don't Know",Like,"Don't Know",Like,"Don't Know","Don't Know","Don't Know",Like,Dislike,"Don't Know",,"2016-10-06 17:28:11","2016-10-06 17:30:27",bf8d51d43f
82f5bdd2e28f1a6471e1c00e26700579,Male,"College of LAS","Don't Know","Don't Know",Like,"Don't Know",Like,Like,"Don't Know",Like,Like,Dislike,Dislike,Dislike,"Don't Know","Don't Know","Don't Know",Like,Dislike,Like,"Don't Know","Don't Know","Don't Know",Like,Like,Dislike,"Don't Know","Don't Know",Like,Like,Dislike,"Gem Clear, Handle Puuls","2016-10-06 17:35:22","2016-10-06 17:38:59",946d468985
8f70f99b3657e56a9b851575d51c0ec9,Male,"College of Engineering","Don't Know",Dislike,Dislike,Dislike,Dislike,Like,"Don't Know",Dislike,Dislike,Like,"Don't Know",,"Don't Know","Don't Know",Like,Like,"Don't Know",Like,"Don't Know",Like,Like,Dislike,Like,Like,"Don't Know","Don't Know",Like,Like,"Don't Know",,"2016-10-06 17:37:21","2016-10-06 17:41:03",4c475a7195
3097b9e455cd8220cad58b00c5aeafa1,Male,Other,"Don't Know","Don't Know",Dislike,"Don't Know",Dislike,Like,"Don't Know",Like,Like,Dislike,"Don't Know",Dislike,Like,Like,"Don't Know",Dislike,"Don't Know",Dislike,Like,"Don't Know",Like,"Don't Know","Don't Know","Don't Know",Like,"Don't Know",Like,Like,"Don't Know",,"2016-10-06 17:58:07","2016-10-06 18:01:52",d32a46457c
9b986022a6cc4578871979e5eb6c0726,Male,"College of Engineering",Like,Dislike,Dislike,Dislike,Like,Like,Dislike,Like,Like,Like,Like,Dislike,Dislike,Dislike,Dislike,Like,Dislike,Dislike,Like,Like,Like,Dislike,Like,Like,Like,Like,Like,Like,Dislike,"Jager Bombs, Wine, Beer","2016-10-06 18:49:30","2016-10-06 18:51:23",4d91192849
6d5d95684126ae2df3049f9dacd77072,Male,"College of Engineering","Don't Know",Like,Like,"Don't Know",Like,Like,"Don't Know",Like,Like,Like,Like,Like,"Don't Know",Like,"Don't Know",Dislike,"Don't Know",Like,"Don't Know",Like,"Don't Know",Like,"Don't Know","Don't Know","Don't Know",Like,Like,Like,"Don't Know",,"2016-10-06 19:04:01","2016-10-06 19:05:49",175668d863
946ddb8c284a972d9f696430697c3e9a,Male,"College of LAS","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Like,"Don't Know","Don't Know","Don't Know",,"2016-10-06 19:23:56","2016-10-06 19:25:46",adda0f9b30
be2c99fd098eac4cbeafc00dc4421180,Male,DGS,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",,"2016-10-06 23:50:51","2016-10-06 23:52:27",807d12718c
9d6e703519759d75e6f0e2df5e7d801b,Male,"College of Engineering","Don't Know",Like,Like,"Don't Know","Don't Know",Like,"Don't Know",Like,Like,Like,Like,Dislike,Dislike,Like,"Don't Know",Like,"Don't Know",Like,"Don't Know","Don't Know",Like,Like,"Don't Know","Don't Know",Like,Like,"Don't Know",Like,"Don't Know",,"2016-10-06 23:59:10","2016-10-07 00:00:51",664b3daae4
5825ff987331570162c811fbd425b5c7,Female,"College of Engineering",Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Like,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,,"2016-10-07 04:22:49","2016-10-07 04:24:04",7468d0fa2b
df8305f065afef2725e4b4b3b72a1cdc,Male,"College of Engineering",Like,Like,Like,"Don't Know",Like,Like,"Don't Know",Like,Like,Dislike,Like,Dislike,Dislike,Like,Dislike,Like,Like,Like,Dislike,Dislike,Dislike,Like,Like,Like,Dislike,Dislike,Like,Like,Like,,"2016-10-07 05:20:10","2016-10-07 05:21:44",da3a7faca6
122ba959049de554f8da16d08e73d9a0,Male,"College of Engineering","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Dislike,Like,"Don't Know","Don't Know",,"2016-10-07 14:18:35","2016-10-07 14:19:37",2a83042b9c
1995c091c2d6e44dc830e45cc476621e,Female,Other,Dislike,"Don't Know",Like,"Don't Know",Like,Like,"Don't Know","Don't Know",Like,Like,"Don't Know",Like,"Don't Know","Don't Know","Don't Know",Like,"Don't Know","Don't Know",Like,Like,Like,"Don't Know","Don't Know",,Like,Like,Like,Like,"Don't Know","Fireball and coke ","2016-10-07 15:21:50","2016-10-07 15:24:11",00083f4fc8
879dc2c833bb9f1c4f188290acedc5cb,Male,"College of Engineering","Don't Know","Don't Know",Like,"Don't Know",Like,Like,"Don't Know",Like,Like,Like,Like,Like,"Don't Know",Like,"Don't Know",Dislike,Dislike,Dislike,Like,Like,Like,Like,Like,"Don't Know","Don't Know",Like,Like,Like,"Don't Know","Vodka water lime","2016-10-08 20:31:04","2016-10-08 20:33:27",d9d6176797
3251862a181d96fc48aacf32e4978407,Male,Other,Like,Dislike,Dislike,"Don't Know",Like,Like,"Don't Know","Don't Know",Like,"Don't Know",Dislike,"Don't Know","Don't Know","Don't Know","Don't Know",Dislike,"Don't Know","Don't Know",Like,"Don't Know",Dislike,"Don't Know",Like,"Don't Know","Don't Know","Don't Know",Like,Like,"Don't Know",,"2016-10-09 03:52:52","2016-10-09 03:55:27",d0b1950ef3
28ef0a67d8b31f03cf86f51729b75212,Female,"College of Engineering","Don't Know","Don't Know",Like,"Don't Know",Like,Like,"Don't Know",Dislike,Like,Like,"Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know",Like,Like,Like,Like,Like,"Don't Know","Don't Know","Don't Know",Like,"Don't Know","Don't Know",,"2016-10-09 23:25:34","2016-10-09 23:27:29",e931dfe036
